user_id,age,gender,country,language,subscription_type,subscription_start_date,monthly_price,watch_time,watch_history,search_history,likes,dislikes,comments,views,ad_impressions,ad_clicks,payment_method,last_payment_date,churn
4158,31,other,UK,German,Individual,2021-10-22 09:11:55.103020608,14.99,20,movies,movies,451,11,22,5296,7,36,credit card,2022-08-25 22:38:11.498299648,0
4159,55,female,USA,German,Student,2021-10-22 23:33:12.638527712,14.99,327,tv shows,movies,302,65,5,3080,161,31,credit card,2022-08-26 04:13:29.441888368,1
4160,44,other,Australia,Spanish,Student,2021-10-23 13:54:30.174034816,19.99,42,sports,comedy,48,84,8,354,346,21,google pay,2022-08-26 09:48:47.385477088,1
4161,36,other,USA,Mandarin,Individual,2021-10-24 04:15:47.709541920,14.99,318,tv shows,movies,222,89,41,9329,458,41,debit card,2022-08-26 15:24:05.329065808,0
4162,52,female,USA,German,Individual,2021-10-24 18:37:05.245049024,14.99,467,music,tv shows,310,92,10,6033,262,35,credit card,2022-08-26 20:59:23.272654528,0
4163,23,female,Australia,English,Individual,2021-10-25 08:58:22.780556128,24.99,143,sports,music,124,89,47,2161,155,14,credit card,2022-08-27 02:34:41.216243248,0
4164,18,female,UK,Mandarin,Individual,2021-10-25 23:19:40.316063232,24.99,309,sports,music,141,98,6,4037,189,40,paypal,2022-08-27 08:09:59.159831968,1
4165,18,female,Australia,Mandarin,Student,2021-10-26 13:40:57.851570336,14.99,545,news,sports,99,4,12,2021,408,37,google pay,2022-08-27 13:45:17.103420672,0
4166,19,male,USA,Mandarin,Student,2021-10-27 04:02:15.387077408,11.99,434,tv shows,news,3,77,0,8714,8,11,google pay,2022-08-27 19:20:35.047009392,1
4167,56,male,Canada,English,Family,2021-10-27 18:23:32.922584512,11.99,128,comedy,comedy,444,47,36,1129,179,39,google pay,2022-08-28 00:55:52.990598112,0
4168,46,male,Australia,German,Individual,2021-10-28 08:44:50.458091616,19.99,442,comedy,comedy,142,4,13,5110,241,6,debit card,2022-08-28 06:31:10.934186832,1
4169,60,male,Australia,German,Individual,2021-10-28 23:06:07.993598720,14.99,70,tv shows,music,179,90,48,2934,464,48,google pay,2022-08-28 12:06:28.877775552,1
4170,55,male,Australia,German,Student,2021-10-29 13:27:25.529105824,14.99,434,music,tv shows,10,31,21,8437,496,32,google pay,2022-08-28 17:41:46.821364272,0
4171,51,female,Canada,Spanish,Individual,2021-10-30 03:48:43.064612928,19.99,394,music,movies,377,70,7,7223,98,41,paypal,2022-08-28 23:17:04.764952992,1
4172,42,female,Canada,German,Individual,2021-10-30 18:10:00.600120032,19.99,492,movies,movies,68,78,27,7949,249,3,google pay,2022-08-29 04:52:22.708541696,1
4173,25,other,Australia,English,Individual,2021-10-31 08:31:18.135627136,19.99,206,comedy,news,325,78,12,7310,38,24,google pay,2022-08-29 10:27:40.652130416,0
4174,22,other,Canada,German,Student,2021-10-31 22:52:35.671134240,11.99,286,sports,movies,121,24,48,9918,147,24,credit card,2022-08-29 16:02:58.595719136,1
4175,34,male,Canada,Spanish,Individual,2021-11-01 13:13:53.206641344,24.99,282,tv shows,tv shows,268,69,8,2143,495,45,google pay,2022-08-29 21:38:16.539307856,0
4176,54,male,Canada,French,Student,2021-11-02 03:35:10.742148448,14.99,20,sports,comedy,292,85,12,8394,319,50,debit card,2022-08-30 03:13:34.482896576,1
4177,59,male,Canada,German,Family,2021-11-02 17:56:28.277655552,11.99,426,movies,sports,134,79,22,223,227,2,credit card,2022-08-30 08:48:52.426485296,1
4178,45,male,Australia,Mandarin,Student,2021-11-03 08:17:45.813162624,24.99,67,music,news,485,27,14,3578,448,45,credit card,2022-08-30 14:24:10.370074016,1
4179,47,female,Canada,Spanish,Individual,2021-11-03 22:39:03.348669728,19.99,485,tv shows,music,120,55,46,9113,124,32,google pay,2022-08-30 19:59:28.313662720,1
4180,21,other,Australia,Mandarin,Family,2021-11-04 13:00:20.884176832,19.99,42,comedy,tv shows,45,73,29,6732,233,3,paypal,2022-08-31 01:34:46.257251440,0
4181,55,male,Australia,French,Student,2021-11-05 03:21:38.419683936,14.99,554,sports,movies,27,66,30,1699,113,29,paypal,2022-08-31 07:10:04.200840160,0
4182,51,other,UK,French,Family,2021-11-05 17:42:55.955191040,14.99,62,music,music,17,84,42,1760,468,26,paypal,2022-08-31 12:45:22.144428880,1
4183,24,other,Canada,Spanish,Student,2021-11-06 08:04:13.490698144,19.99,590,news,sports,391,57,0,3936,459,5,credit card,2022-08-31 18:20:40.088017600,0
4184,43,male,UK,French,Student,2021-11-06 22:25:31.026205248,24.99,126,movies,comedy,162,69,18,355,397,13,paypal,2022-08-31 23:55:58.031606320,1
4185,28,other,UK,German,Family,2021-11-07 12:46:48.561712352,14.99,245,sports,comedy,68,33,19,1347,409,17,google pay,2022-09-01 05:31:15.975195040,1
4186,50,female,UK,German,Student,2021-11-08 03:08:06.097219456,19.99,462,comedy,sports,443,34,50,1234,338,32,debit card,2022-09-01 11:06:33.918783744,1
4187,44,male,Canada,Mandarin,Individual,2021-11-08 17:29:23.632726560,24.99,216,tv shows,movies,235,85,9,392,175,15,google pay,2022-09-01 16:41:51.862372464,0
4188,40,male,UK,Spanish,Individual,2021-11-09 07:50:41.168233664,11.99,259,movies,comedy,447,11,17,6638,83,20,credit card,2022-09-01 22:17:09.805961184,0
4189,20,female,Canada,German,Individual,2021-11-09 22:11:58.703740768,19.99,405,movies,news,470,38,33,9634,361,1,debit card,2022-09-02 03:52:27.749549904,1
4190,49,female,UK,English,Student,2021-11-10 12:33:16.239247872,19.99,190,news,comedy,447,81,14,4283,166,43,debit card,2022-09-02 09:27:45.693138624,1
4191,50,female,USA,German,Student,2021-11-11 02:54:33.774754944,19.99,223,news,tv shows,453,97,44,6263,458,24,google pay,2022-09-02 15:03:03.636727344,0
4192,53,female,UK,English,Family,2021-11-11 17:15:51.310262048,14.99,254,music,music,56,100,0,596,28,38,credit card,2022-09-02 20:38:21.580316064,0
4193,42,male,USA,English,Family,2021-11-12 07:37:08.845769152,24.99,426,music,comedy,469,28,27,6441,396,28,google pay,2022-09-03 02:13:39.523904768,0
4194,35,female,Canada,Spanish,Individual,2021-11-12 21:58:26.381276256,19.99,513,movies,sports,230,38,38,8320,236,43,debit card,2022-09-03 07:48:57.467493488,0
4195,26,male,Canada,Mandarin,Student,2021-11-13 12:19:43.916783360,11.99,193,music,movies,87,94,39,4010,444,13,google pay,2022-09-03 13:24:15.411082208,0
4196,28,female,UK,French,Family,2021-11-14 02:41:01.452290464,24.99,147,movies,sports,17,72,45,9426,181,42,paypal,2022-09-03 18:59:33.354670928,0
4197,24,other,Canada,French,Student,2021-11-14 17:02:18.987797568,19.99,14,sports,movies,191,87,11,4415,201,14,debit card,2022-09-04 00:34:51.298259648,0
4198,50,other,Canada,Spanish,Individual,2021-11-15 07:23:36.523304672,14.99,301,tv shows,movies,115,11,20,6230,438,7,google pay,2022-09-04 06:10:09.241848368,1
4199,53,female,Australia,Mandarin,Individual,2021-11-15 21:44:54.058811776,11.99,20,tv shows,tv shows,481,48,40,143,48,5,google pay,2022-09-04 11:45:27.185437088,1
4200,25,male,Australia,German,Family,2021-11-16 12:06:11.594318880,24.99,471,sports,movies,6,53,42,7754,70,14,paypal,2022-09-04 17:20:45.129025792,0
4201,46,female,USA,English,Student,2021-11-17 02:27:29.129825984,19.99,459,music,sports,274,41,23,9382,478,44,paypal,2022-09-04 22:56:03.072614512,1
4202,58,other,Canada,French,Individual,2021-11-17 16:48:46.665333088,14.99,333,movies,tv shows,479,62,3,8729,393,45,debit card,2022-09-05 04:31:21.016203232,1
4203,59,other,Australia,Spanish,Family,2021-11-18 07:10:04.200840160,14.99,159,comedy,movies,191,10,41,944,325,11,google pay,2022-09-05 10:06:38.959791952,0
4204,47,female,USA,French,Student,2021-11-18 21:31:21.736347264,14.99,385,music,news,490,60,48,2585,21,30,google pay,2022-09-05 15:41:56.903380672,1
4205,38,female,Australia,French,Family,2021-11-19 11:52:39.271854368,11.99,514,sports,tv shows,457,30,21,6801,126,24,debit card,2022-09-05 21:17:14.846969392,0
4206,43,male,USA,French,Family,2021-11-20 02:13:56.807361472,19.99,190,movies,comedy,227,4,21,5351,10,12,credit card,2022-09-06 02:52:32.790558112,1
4207,36,other,USA,French,Family,2021-11-20 16:35:14.342868576,14.99,240,movies,comedy,20,28,33,8012,277,15,google pay,2022-09-06 08:27:50.734146816,1
4208,21,male,USA,German,Student,2021-11-21 06:56:31.878375680,19.99,10,movies,comedy,294,25,18,5430,250,40,paypal,2022-09-06 14:03:08.677735536,0
4209,44,other,Canada,English,Family,2021-11-21 21:17:49.413882784,14.99,42,movies,news,254,8,43,455,78,4,paypal,2022-09-06 19:38:26.621324256,1
4210,45,female,USA,English,Family,2021-11-22 11:39:06.949389888,11.99,566,news,music,93,71,40,9576,376,42,debit card,2022-09-07 01:13:44.564912976,0
4211,24,female,USA,English,Family,2021-11-23 02:00:24.484896992,14.99,231,movies,sports,336,88,8,6814,199,44,credit card,2022-09-07 06:49:02.508501696,1
4212,45,other,Australia,Mandarin,Family,2021-11-23 16:21:42.020404096,11.99,563,music,sports,89,23,0,6428,243,25,debit card,2022-09-07 12:24:20.452090416,1
4213,48,other,USA,Spanish,Individual,2021-11-24 06:42:59.555911200,24.99,401,sports,news,258,8,28,7140,424,39,paypal,2022-09-07 17:59:38.395679136,1
4214,19,male,USA,Spanish,Student,2021-11-24 21:04:17.091418304,11.99,332,movies,movies,112,11,23,4629,212,35,paypal,2022-09-07 23:34:56.339267840,1
4215,42,other,Australia,French,Family,2021-11-25 11:25:34.626925376,11.99,188,news,music,241,34,2,8289,208,31,paypal,2022-09-08 05:10:14.282856560,1
4216,36,male,UK,Spanish,Family,2021-11-26 01:46:52.162432480,24.99,582,tv shows,comedy,349,91,4,8563,140,48,debit card,2022-09-08 10:45:32.226445280,0
4217,58,male,UK,English,Individual,2021-11-26 16:08:09.697939584,24.99,514,sports,news,210,51,31,7899,171,11,paypal,2022-09-08 16:20:50.170034000,1
4218,24,other,Australia,Mandarin,Family,2021-11-27 06:29:27.233446688,19.99,520,movies,movies,57,99,16,6279,67,49,paypal,2022-09-08 21:56:08.113622720,1
4219,35,male,USA,Mandarin,Family,2021-11-27 20:50:44.768953792,24.99,199,music,movies,194,86,26,8208,281,1,paypal,2022-09-09 03:31:26.057211440,0
4220,18,female,Australia,Spanish,Family,2021-11-28 11:12:02.304460896,19.99,321,sports,music,306,69,6,2119,377,41,debit card,2022-09-09 09:06:44.000800160,1
4221,46,male,Australia,English,Family,2021-11-29 01:33:19.839968000,19.99,525,movies,comedy,377,77,40,771,302,34,credit card,2022-09-09 14:42:01.944388880,0
4222,32,female,Australia,Mandarin,Individual,2021-11-29 15:54:37.375475104,11.99,492,comedy,music,429,90,24,2082,78,28,credit card,2022-09-09 20:17:19.887977584,1
4223,43,other,Canada,German,Student,2021-11-30 06:15:54.910982208,19.99,46,comedy,tv shows,171,2,47,3143,307,4,debit card,2022-09-10 01:52:37.831566304,0
4224,50,male,UK,English,Individual,2021-11-30 20:37:12.446489312,19.99,91,movies,tv shows,388,66,35,3062,142,1,paypal,2022-09-10 07:27:55.775155024,1
4225,37,other,UK,German,Individual,2021-12-01 10:58:29.981996416,11.99,395,music,news,67,100,50,1660,217,0,google pay,2022-09-10 13:03:13.718743744,0
4226,29,male,Australia,Mandarin,Family,2021-12-02 01:19:47.517503520,24.99,490,comedy,music,52,20,16,9707,489,4,credit card,2022-09-10 18:38:31.662332464,1
4227,18,other,Canada,French,Family,2021-12-02 15:41:05.053010624,14.99,439,sports,movies,4,12,29,9437,365,4,credit card,2022-09-11 00:13:49.605921184,0
4228,30,male,USA,German,Individual,2021-12-03 06:02:22.588517696,14.99,502,movies,music,483,53,45,9279,468,29,credit card,2022-09-11 05:49:07.549509904,1
4229,51,male,USA,French,Individual,2021-12-03 20:23:40.124024800,11.99,142,movies,sports,41,91,21,509,368,12,google pay,2022-09-11 11:24:25.493098608,0
4230,39,female,Australia,Mandarin,Student,2021-12-04 10:44:57.659531904,14.99,21,sports,movies,312,44,0,4040,445,18,debit card,2022-09-11 16:59:43.436687328,0
4231,32,male,Canada,Spanish,Family,2021-12-05 01:06:15.195039008,19.99,225,tv shows,sports,352,97,19,4511,40,28,debit card,2022-09-11 22:35:01.380276048,0
4232,48,female,USA,Spanish,Student,2021-12-05 15:27:32.730546112,11.99,572,comedy,sports,484,82,44,4882,392,47,google pay,2022-09-12 04:10:19.323864768,1
4233,30,other,UK,German,Student,2021-12-06 05:48:50.266053216,14.99,315,news,music,288,55,9,3567,197,27,debit card,2022-09-12 09:45:37.267453488,0
4234,22,male,UK,Spanish,Individual,2021-12-06 20:10:07.801560320,19.99,263,sports,tv shows,429,35,11,889,394,21,paypal,2022-09-12 15:20:55.211042208,0
4235,45,female,UK,German,Student,2021-12-07 10:31:25.337067424,14.99,72,movies,sports,135,78,31,4544,420,35,google pay,2022-09-12 20:56:13.154630928,0
4236,22,other,UK,German,Individual,2021-12-08 00:52:42.872574528,24.99,88,tv shows,sports,192,0,47,5795,435,27,debit card,2022-09-13 02:31:31.098219632,0
4237,26,male,Australia,Spanish,Individual,2021-12-08 15:14:00.408081632,19.99,452,news,tv shows,415,10,17,3674,175,31,paypal,2022-09-13 08:06:49.041808352,0
4238,36,male,UK,German,Student,2021-12-09 05:35:17.943588736,11.99,177,movies,tv shows,307,46,10,6228,482,14,google pay,2022-09-13 13:42:06.985397072,0
4239,35,male,UK,Spanish,Student,2021-12-09 19:56:35.479095840,19.99,367,comedy,news,366,32,50,4778,23,21,credit card,2022-09-13 19:17:24.928985792,0
4240,52,male,UK,French,Family,2021-12-10 10:17:53.014602912,19.99,504,music,sports,410,2,35,4714,286,9,credit card,2022-09-14 00:52:42.872574512,0
4241,60,male,Canada,Mandarin,Family,2021-12-11 00:39:10.550110016,24.99,441,tv shows,movies,103,78,17,9022,111,34,credit card,2022-09-14 06:28:00.816163232,0
4242,31,other,USA,English,Individual,2021-12-11 15:00:28.085617120,14.99,213,music,comedy,140,75,27,2399,1,25,google pay,2022-09-14 12:03:18.759751952,1
4243,38,male,Canada,English,Individual,2021-12-12 05:21:45.621124224,19.99,547,news,music,468,27,0,3583,93,39,paypal,2022-09-14 17:38:36.703340656,1
4244,53,male,Australia,French,Individual,2021-12-12 19:43:03.156631328,24.99,217,news,tv shows,399,97,17,342,355,22,google pay,2022-09-14 23:13:54.646929376,1
4245,32,female,USA,French,Individual,2021-12-13 10:04:20.692138432,19.99,557,music,comedy,453,27,0,6651,358,34,debit card,2022-09-15 04:49:12.590518096,0
4246,22,other,UK,French,Individual,2021-12-14 00:25:38.227645536,11.99,361,sports,sports,257,70,18,4492,187,45,credit card,2022-09-15 10:24:30.534106816,0
4247,41,male,USA,German,Individual,2021-12-14 14:46:55.763152640,19.99,179,movies,music,94,15,28,3352,75,26,credit card,2022-09-15 15:59:48.477695536,0
4248,32,male,USA,Mandarin,Individual,2021-12-15 05:08:13.298659744,14.99,576,movies,music,284,71,4,1692,200,3,google pay,2022-09-15 21:35:06.421284256,1
4249,27,female,Canada,German,Student,2021-12-15 19:29:30.834166848,24.99,248,music,movies,323,27,47,6600,227,21,paypal,2022-09-16 03:10:24.364872976,0
4250,32,female,USA,Spanish,Student,2021-12-16 09:50:48.369673952,11.99,128,news,comedy,408,43,29,5579,415,26,credit card,2022-09-16 08:45:42.308461680,1
4251,50,female,UK,German,Individual,2021-12-17 00:12:05.905181056,14.99,214,sports,movies,13,6,24,5874,197,10,credit card,2022-09-16 14:21:00.252050400,0
4252,38,female,UK,English,Individual,2021-12-17 14:33:23.440688160,14.99,89,sports,music,220,32,32,7804,89,46,debit card,2022-09-16 19:56:18.195639120,1
4253,47,male,Canada,Spanish,Student,2021-12-18 04:54:40.976195232,24.99,458,news,tv shows,249,43,50,3110,222,24,google pay,2022-09-17 01:31:36.139227840,0
4254,31,female,Canada,French,Student,2021-12-18 19:15:58.511702336,19.99,349,music,news,397,91,9,7685,191,17,google pay,2022-09-17 07:06:54.082816560,1
4255,21,female,UK,Spanish,Student,2021-12-19 09:37:16.047209440,11.99,421,tv shows,news,105,8,39,1041,240,3,credit card,2022-09-17 12:42:12.026405280,0
4256,46,other,Canada,English,Family,2021-12-19 23:58:33.582716544,24.99,517,music,sports,401,21,12,6785,204,2,debit card,2022-09-17 18:17:29.969994000,0
4257,48,other,Canada,French,Family,2021-12-20 14:19:51.118223648,14.99,71,sports,tv shows,235,73,27,638,458,14,google pay,2022-09-17 23:52:47.913582704,1
4258,28,other,Canada,Mandarin,Student,2021-12-21 04:41:08.653730752,14.99,529,music,tv shows,201,86,47,267,204,15,paypal,2022-09-18 05:28:05.857171424,0
4259,53,male,UK,Spanish,Family,2021-12-21 19:02:26.189237856,24.99,429,movies,music,444,34,29,3636,287,7,credit card,2022-09-18 11:03:23.800760144,1
4260,55,male,Australia,French,Student,2021-12-22 09:23:43.724744960,11.99,326,sports,news,38,28,7,4350,257,24,paypal,2022-09-18 16:38:41.744348864,1
4261,34,male,Canada,Mandarin,Family,2021-12-22 23:45:01.260252064,11.99,578,movies,tv shows,346,84,11,4090,90,1,paypal,2022-09-18 22:13:59.687937584,1
4262,21,other,UK,Mandarin,Family,2021-12-23 14:06:18.795759168,24.99,397,movies,sports,206,2,41,5003,288,38,google pay,2022-09-19 03:49:17.631526304,1
4263,46,male,UK,Spanish,Family,2021-12-24 04:27:36.331266272,19.99,157,sports,tv shows,388,27,26,5089,39,6,paypal,2022-09-19 09:24:35.575115024,1
4264,27,other,USA,French,Individual,2021-12-24 18:48:53.866773376,11.99,90,comedy,music,389,48,47,6614,135,6,debit card,2022-09-19 14:59:53.518703728,0
4265,46,male,USA,French,Student,2021-12-25 09:10:11.402280448,11.99,116,tv shows,movies,60,50,12,5557,237,31,debit card,2022-09-19 20:35:11.462292448,0
4266,27,female,Canada,German,Student,2021-12-25 23:31:28.937787552,19.99,376,tv shows,music,141,85,21,8219,200,15,debit card,2022-09-20 02:10:29.405881168,1
4267,43,female,Canada,German,Family,2021-12-26 13:52:46.473294656,19.99,292,news,movies,140,46,5,7639,350,5,credit card,2022-09-20 07:45:47.349469888,0
4268,56,male,USA,French,Individual,2021-12-27 04:14:04.008801760,24.99,309,movies,tv shows,176,67,45,7540,456,39,credit card,2022-09-20 13:21:05.293058608,0
4269,44,female,Canada,French,Individual,2021-12-27 18:35:21.544308864,24.99,365,music,tv shows,333,64,14,9872,261,25,google pay,2022-09-20 18:56:23.236647328,1
4270,40,male,UK,French,Family,2021-12-28 08:56:39.079815968,11.99,95,news,news,322,4,36,9095,282,6,debit card,2022-09-21 00:31:41.180236048,1
4271,18,male,Canada,French,Family,2021-12-28 23:17:56.615323072,19.99,259,news,sports,428,39,26,3323,408,36,paypal,2022-09-21 06:06:59.123824752,1
4272,60,other,USA,English,Student,2021-12-29 13:39:14.150830176,24.99,292,movies,movies,59,59,28,9369,254,46,paypal,2022-09-21 11:42:17.067413472,1
4273,60,other,Australia,Mandarin,Family,2021-12-30 04:00:31.686337280,14.99,433,sports,sports,424,37,25,5229,131,14,paypal,2022-09-21 17:17:35.011002192,1
4274,58,male,USA,Spanish,Family,2021-12-30 18:21:49.221844384,24.99,128,comedy,comedy,234,83,24,1629,200,9,credit card,2022-09-21 22:52:52.954590912,1
4275,24,other,UK,Mandarin,Student,2021-12-31 08:43:06.757351488,11.99,117,music,sports,337,87,45,306,413,43,google pay,2022-09-22 04:28:10.898179632,1
4276,29,male,Canada,Mandarin,Individual,2021-12-31 23:04:24.292858592,11.99,560,music,tv shows,133,20,30,3513,207,31,debit card,2022-09-22 10:03:28.841768352,1
4277,60,other,UK,French,Family,2022-01-01 13:25:41.828365664,14.99,380,movies,comedy,472,41,28,5281,457,1,paypal,2022-09-22 15:38:46.785357072,1
4278,60,male,UK,Spanish,Student,2022-01-02 03:46:59.363872768,19.99,373,sports,comedy,29,94,45,5670,396,34,paypal,2022-09-22 21:14:04.728945776,1
4279,19,male,Australia,Mandarin,Student,2022-01-02 18:08:16.899379872,24.99,3,movies,music,90,39,16,5812,172,35,google pay,2022-09-23 02:49:22.672534496,0
4280,47,female,Canada,Spanish,Family,2022-01-03 08:29:34.434886976,14.99,30,sports,tv shows,77,87,17,7015,301,20,debit card,2022-09-23 08:24:40.616123216,0
4281,57,female,UK,French,Student,2022-01-03 22:50:51.970394080,19.99,3,sports,movies,178,97,3,8601,29,1,paypal,2022-09-23 13:59:58.559711936,0
4282,56,other,USA,Mandarin,Individual,2022-01-04 13:12:09.505901184,11.99,198,music,tv shows,302,53,3,9455,59,5,paypal,2022-09-23 19:35:16.503300656,0
4283,20,other,Australia,German,Student,2022-01-05 03:33:27.041408288,24.99,88,sports,comedy,239,11,18,5105,451,48,debit card,2022-09-24 01:10:34.446889376,0
4284,34,female,USA,English,Student,2022-01-05 17:54:44.576915392,11.99,588,music,movies,196,9,30,7780,124,40,debit card,2022-09-24 06:45:52.390478096,1
4285,45,other,USA,French,Individual,2022-01-06 08:16:02.112422496,11.99,108,music,music,303,77,49,9519,58,18,credit card,2022-09-24 12:21:10.334066800,0
4286,37,male,USA,French,Family,2022-01-06 22:37:19.647929600,19.99,10,sports,news,405,0,26,5761,162,19,google pay,2022-09-24 17:56:28.277655520,1
4287,28,male,UK,Mandarin,Individual,2022-01-07 12:58:37.183436704,14.99,52,movies,movies,463,88,14,7660,47,27,credit card,2022-09-24 23:31:46.221244240,0
4288,24,male,USA,Spanish,Individual,2022-01-08 03:19:54.718943808,24.99,205,news,music,287,43,48,79,245,26,google pay,2022-09-25 05:07:04.164832960,1
4289,59,other,Canada,Mandarin,Student,2022-01-08 17:41:12.254450912,24.99,244,tv shows,comedy,23,16,17,3329,471,21,credit card,2022-09-25 10:42:22.108421680,0
4290,34,other,UK,German,Family,2022-01-09 08:02:29.789957984,19.99,199,sports,tv shows,338,76,10,7585,27,23,credit card,2022-09-25 16:17:40.052010400,0
4291,42,female,Australia,German,Family,2022-01-09 22:23:47.325465088,14.99,554,tv shows,sports,18,92,37,9522,224,27,google pay,2022-09-25 21:52:57.995599120,1
4292,36,other,Australia,French,Student,2022-01-10 12:45:04.860972192,14.99,450,tv shows,movies,318,12,21,9532,278,18,paypal,2022-09-26 03:28:15.939187824,0
4293,47,male,USA,German,Individual,2022-01-11 03:06:22.396479296,19.99,314,comedy,news,458,48,25,9683,282,20,google pay,2022-09-26 09:03:33.882776544,0
4294,51,other,Australia,French,Student,2022-01-11 17:27:39.931986400,14.99,87,movies,news,416,89,1,920,213,4,debit card,2022-09-26 14:38:51.826365264,1
4295,55,other,Canada,French,Student,2022-01-12 07:48:57.467493504,19.99,167,sports,comedy,11,30,24,6610,76,30,debit card,2022-09-26 20:14:09.769953984,0
4296,59,female,USA,German,Individual,2022-01-12 22:10:15.003000608,14.99,116,music,sports,218,49,19,2708,450,22,debit card,2022-09-27 01:49:27.713542704,0
4297,20,other,UK,English,Student,2022-01-13 12:31:32.538507712,14.99,261,comedy,comedy,136,88,36,6361,269,27,debit card,2022-09-27 07:24:45.657131424,0
4298,38,other,UK,German,Student,2022-01-14 02:52:50.074014816,14.99,158,sports,music,434,5,12,9697,89,6,debit card,2022-09-27 13:00:03.600720144,0
4299,31,male,Australia,French,Individual,2022-01-14 17:14:07.609521920,11.99,102,tv shows,tv shows,239,45,5,7817,33,16,credit card,2022-09-27 18:35:21.544308848,1
4300,34,male,UK,German,Individual,2022-01-15 07:35:25.145029024,11.99,375,music,music,200,98,28,9289,428,48,google pay,2022-09-28 00:10:39.487897568,1
4301,31,male,Australia,French,Family,2022-01-15 21:56:42.680536128,14.99,558,comedy,news,343,30,3,3583,255,15,debit card,2022-09-28 05:45:57.431486288,0
4302,29,male,UK,Spanish,Individual,2022-01-16 12:18:00.216043200,19.99,540,movies,movies,223,91,11,7237,289,41,credit card,2022-09-28 11:21:15.375075008,0
4303,36,male,Canada,Mandarin,Family,2022-01-17 02:39:17.751550304,11.99,384,comedy,tv shows,205,82,29,8941,426,10,debit card,2022-09-28 16:56:33.318663728,0
4304,49,female,Australia,English,Student,2022-01-17 17:00:35.287057408,24.99,169,comedy,movies,314,30,17,2363,311,27,paypal,2022-09-28 22:31:51.262252448,0
4305,41,female,Canada,French,Student,2022-01-18 07:21:52.822564512,19.99,416,music,news,429,66,32,7881,4,37,google pay,2022-09-29 04:07:09.205841168,1
4306,53,female,Canada,German,Individual,2022-01-18 21:43:10.358071616,11.99,100,sports,comedy,429,28,13,6127,421,6,credit card,2022-09-29 09:42:27.149429888,0
4307,37,female,Canada,French,Family,2022-01-19 12:04:27.893578720,24.99,537,music,news,274,10,33,2547,344,24,debit card,2022-09-29 15:17:45.093018592,0
4308,46,male,USA,Mandarin,Individual,2022-01-20 02:25:45.429085824,19.99,392,tv shows,movies,274,50,19,2594,221,31,credit card,2022-09-29 20:53:03.036607312,0
4309,23,other,UK,English,Student,2022-01-20 16:47:02.964592928,19.99,367,tv shows,comedy,23,4,45,3790,324,25,paypal,2022-09-30 02:28:20.980196032,0
4310,50,other,Australia,German,Family,2022-01-21 07:08:20.500100032,19.99,333,tv shows,news,52,19,11,5832,127,45,debit card,2022-09-30 08:03:38.923784752,1
4311,43,male,Canada,French,Individual,2022-01-21 21:29:38.035607136,11.99,126,music,movies,394,86,10,7231,363,48,debit card,2022-09-30 13:38:56.867373472,0
4312,47,other,Australia,German,Student,2022-01-22 11:50:55.571114240,19.99,247,news,movies,92,63,21,1717,402,33,google pay,2022-09-30 19:14:14.810962192,1
4313,46,male,USA,Spanish,Family,2022-01-23 02:12:13.106621344,24.99,534,music,tv shows,293,67,48,7387,224,42,credit card,2022-10-01 00:49:32.754550912,1
4314,39,female,Australia,Spanish,Individual,2022-01-23 16:33:30.642128448,14.99,141,news,music,485,42,43,4084,60,48,debit card,2022-10-01 06:24:50.698139616,0
4315,48,female,Australia,English,Individual,2022-01-24 06:54:48.177635520,14.99,349,music,movies,260,28,17,2365,196,9,debit card,2022-10-01 12:00:08.641728336,0
4316,42,male,Canada,English,Student,2022-01-24 21:16:05.713142624,11.99,205,news,movies,429,22,22,1074,479,23,credit card,2022-10-01 17:35:26.585317056,1
4317,50,other,UK,English,Student,2022-01-25 11:37:23.248649728,24.99,491,music,tv shows,485,57,1,9440,407,34,paypal,2022-10-01 23:10:44.528905776,1
4318,41,other,Australia,Mandarin,Student,2022-01-26 01:58:40.784156832,14.99,307,sports,sports,78,52,14,5780,77,39,debit card,2022-10-02 04:46:02.472494496,0
4319,40,other,UK,German,Family,2022-01-26 16:19:58.319663936,19.99,265,news,music,189,90,28,5437,90,47,credit card,2022-10-02 10:21:20.416083216,1
4320,30,other,USA,French,Family,2022-01-27 06:41:15.855171040,19.99,261,news,sports,65,10,2,5805,216,28,paypal,2022-10-02 15:56:38.359671936,1
4321,48,other,Australia,Spanish,Individual,2022-01-27 21:02:33.390678144,19.99,230,tv shows,sports,282,43,47,929,315,34,credit card,2022-10-02 21:31:56.303260640,0
4322,27,male,Australia,German,Family,2022-01-28 11:23:50.926185248,11.99,283,sports,comedy,22,39,19,3408,305,34,google pay,2022-10-03 03:07:14.246849360,1
4323,21,female,UK,French,Individual,2022-01-29 01:45:08.461692352,19.99,308,news,tv shows,123,67,36,3027,356,27,credit card,2022-10-03 08:42:32.190438080,1
4324,46,male,UK,German,Individual,2022-01-29 16:06:25.997199456,19.99,90,movies,music,285,69,47,5821,389,28,google pay,2022-10-03 14:17:50.134026800,0
4325,52,other,USA,English,Individual,2022-01-30 06:27:43.532706560,19.99,86,movies,sports,481,78,19,5961,439,36,paypal,2022-10-03 19:53:08.077615520,0
4326,58,female,Australia,German,Individual,2022-01-30 20:49:01.068213664,24.99,531,sports,sports,353,12,8,7127,452,6,google pay,2022-10-04 01:28:26.021204240,0
